segment,index,x,y,yaw
0,358,9.7985,-11.4750,0.0000
0,359,9.9485,-11.4750,0.0000
0,360,10.0985,-11.4750,0.0000
0,361,10.2485,-11.4750,0.0000
0,362,10.3985,-11.4750,0.0000
0,363,10.5485,-11.4750,0.0000
0,364,10.6985,-11.4750,0.2934
0,365,10.8408,-11.4320,0.3554
0,366,10.9815,-11.3798,0.3554
0,367,11.1221,-11.3276,0.3554
0,368,11.2627,-11.2754,0.3554
0,369,11.4034,-11.2232,0.3554
0,370,11.5440,-11.1710,0.3554
0,371,11.6846,-11.1188,0.3554
0,372,11.8253,-11.0666,0.5667
0,373,11.9383,-10.9947,1.5430
0,374,11.9425,-10.8448,1.5430
0,375,11.9467,-10.6948,1.5430
0,376,11.9508,-10.5448,1.5430
0,377,11.9550,-10.3949,1.5430
0,378,11.9592,-10.2449,1.5515
0,379,11.9621,-10.0950,1.5856
0,380,11.9598,-9.9450,1.5856
0,381,11.9576,-9.7950,1.5856
0,382,11.9554,-9.6450,1.5856
0,383,11.9532,-9.4950,1.5856
0,384,11.9510,-9.3450,1.5856
0,385,11.9488,-9.1950,1.5856
0,386,11.9465,-9.0450,1.5856
0,387,11.9443,-8.8950,1.5856
0,388,11.9421,-8.7450,1.5856
0,389,11.9399,-8.5951,1.5856
0,390,11.9377,-8.4451,1.5856
0,391,11.9355,-8.2951,1.5856
0,392,11.9332,-8.1451,1.5856
0,393,11.9310,-7.9951,1.5856
0,394,11.9288,-7.8451,1.5856
0,395,11.9266,-7.6951,1.5882
0,396,11.9240,-7.5451,1.5947
0,397,11.9204,-7.3951,1.5947
0,398,11.9168,-7.2452,1.5947
0,399,11.9132,-7.0952,1.5947
0,400,11.9096,-6.9452,1.5947
0,401,11.9060,-6.7953,1.5947
0,402,11.9024,-6.6453,1.5947
0,403,11.8988,-6.4953,1.5947
0,404,11.8952,-6.3454,1.5947
0,405,11.8917,-6.1954,1.5947
0,406,11.8881,-6.0454,1.5947
0,407,11.8845,-5.8955,1.5947
0,408,11.8809,-5.7455,1.5947
0,409,11.8773,-5.5956,1.5947
0,410,11.8737,-5.4456,1.5947
0,411,11.8701,-5.2956,1.5947
0,412,11.8665,-5.1457,1.5947
0,413,11.8629,-4.9957,1.5947
0,414,11.8593,-4.8457,1.5947
0,415,11.8557,-4.6958,1.5947
0,416,11.8521,-4.5458,1.5947
0,417,11.8486,-4.3958,1.5947
0,418,11.8450,-4.2459,1.5947
0,419,11.8414,-4.0959,1.5947
0,420,11.8378,-3.9459,1.5947
0,421,11.8342,-3.7960,1.5947
0,422,11.8306,-3.6460,1.5947
0,423,11.8270,-3.4960,1.5868
0,424,11.8246,-3.3460,1.5767
0,425,11.8237,-3.1960,1.5767
0,426,11.8228,-3.0460,1.5767
0,427,11.8219,-2.8960,1.5767
